,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
358,Jining,96,CN,1612482471,66,35.405,116.5814,41.22,7.85
359,Bar Harbor,75,US,1612482471,60,44.3876,-68.2039,34.0,5.75
360,Talakan,40,RU,1612482472,84,50.3167,130.3667,-20.06,2.98
361,Pimentel,0,PE,1612482472,69,-6.8367,-79.9342,75.2,17.27
362,Vilhena,20,BR,1612482472,88,-12.7406,-60.1458,75.2,5.75
363,Japura,93,ID,1612482472,88,-0.3167,102.35,72.23,1.92
364,Haines Junction,94,CA,1612482242,54,60.7522,-137.5108,-9.4,1.14
365,Soyo,100,AO,1612482472,85,-6.1349,12.3689,80.33,7.81
366,Kvarkeno,100,RU,1612482473,97,52.0833,59.725,35.83,11.7
367,Misratah,100,LY,1612482473,55,32.3754,15.0925,62.56,11.27
368,Sombreffe,75,BE,1612482473,81,50.5286,4.5984,46.4,5.75
369,Mossamedes,0,AO,1612482460,70,-15.1961,12.1522,71.58,7.0
370,Waipawa,90,NZ,1612482473,72,-41.4122,175.5153,59.0,21.85
371,Vanimo,16,PG,1612482473,66,-2.6741,141.3028,84.99,2.89
372,Tura,0,IN,1612482189,58,25.5198,90.2201,59.07,3.53
373,Peno,100,RU,1612482473,95,56.9262,32.7426,7.0,6.67
374,Phan Thiet,67,VN,1612482251,76,10.9333,108.1,72.03,5.57
375,Ubari,6,LY,1612482195,41,26.5921,12.7805,53.11,7.36
376,Igarka,81,RU,1612482474,83,67.4667,86.5833,-36.67,1.97
377,Nelson Bay,20,AU,1612482272,51,-32.7167,152.15,82.4,13.8
378,Tocopilla,70,CL,1612482474,62,-22.092,-70.1979,68.67,3.49
379,Belmonte,0,BR,1612482257,73,-15.8631,-38.8828,78.8,9.22
380,Mokhsogollokh,22,RU,1612482474,80,61.4681,128.9203,-38.24,2.86
381,Raudeberg,1,NO,1612482474,58,61.9875,5.1352,24.8,13.8
382,Altay,90,CN,1612482474,90,47.8667,88.1167,17.69,0.65
383,Newport,80,GB,1612482465,98,51.5877,-2.9984,46.0,5.26
384,Buriti Bravo,94,BR,1612482475,89,-5.8372,-43.8336,74.26,1.9
385,Gurupá,52,BR,1612482475,85,-1.405,-51.64,77.09,6.17
386,Fuquay-Varina,100,US,1612482475,49,35.5843,-78.8,46.0,1.01
387,Yulara,90,AU,1612482454,60,-25.2406,130.9889,68.0,11.5
388,Kutum,4,SD,1612482245,39,14.2,24.6667,53.96,13.33
389,Saravan,75,AM,1612482475,93,39.7196,45.6483,35.6,1.59
390,Ola,72,RU,1612482210,84,59.5833,151.2833,-4.18,15.1
391,Kabale,74,UG,1612482475,87,-1.2486,29.9899,58.21,2.51
392,Mayo,1,US,1612482228,60,38.8876,-76.5119,39.2,4.63
393,Nantucket,90,US,1612482248,80,41.2835,-70.0995,33.8,4.61
394,Upata,62,VE,1612482265,83,8.0086,-62.3989,79.0,3.0
395,Sechura,28,PE,1612482476,60,-5.5569,-80.8222,79.27,15.21
396,Port Hardy,90,CA,1612482253,100,50.6996,-127.4199,42.8,4.61
397,Porosozero,100,RU,1612482476,92,62.7191,32.727,2.97,10.85
398,Hamilton,90,US,1612481982,69,39.1834,-84.5333,37.0,20.71
399,Novopokrovskaya,100,RU,1612482476,83,45.9514,40.7006,48.15,16.35
400,Half Moon Bay,1,US,1612482160,66,37.4636,-122.4286,62.6,12.66
401,Geraldton,90,AU,1612482157,35,-28.7667,114.6,71.6,20.71
402,Sunland Park,1,US,1612482476,21,31.7965,-106.58,71.6,16.11
403,Stende,90,LV,1612482476,100,57.15,22.5333,26.6,9.22
404,Bariloche,0,AR,1612482477,11,-41.1456,-71.3082,89.6,6.91
405,Barra da Estiva,26,BR,1612482477,88,-13.6261,-41.3269,67.75,3.11
406,San Patricio,20,US,1612482477,61,28.017,-97.5169,84.2,16.11
407,Tromsø,75,NO,1612482477,80,69.6496,18.957,30.2,11.5
408,Mahibadhoo,99,MV,1612482477,77,3.7833,72.9667,80.98,13.96
409,Vao,32,NC,1612482249,87,-22.6667,167.4833,78.73,20.51
410,Vanderhoof,100,CA,1612482477,97,54.0166,-124.0198,21.16,2.53
411,Valparaíso,40,CL,1612482429,100,-33.0393,-71.6273,64.0,5.75
412,Kieta,21,PG,1612482247,63,-6.2167,155.6333,86.02,5.59
413,Guerrero Negro,100,MX,1612482249,61,27.9769,-114.0611,63.36,19.46
414,Bykovo,90,RU,1612482478,93,55.6361,38.0803,19.99,11.18
415,Biltine,0,TD,1612482478,25,14.5333,20.9167,65.93,18.39
416,Rupert,20,US,1612482478,60,42.6191,-113.6772,35.6,19.57
417,Maputo,100,MZ,1612482478,90,-25.9653,32.5892,78.01,5.01
418,Juba,68,SS,1612482478,23,4.8517,31.5825,85.06,2.53
419,Constantine,0,DZ,1612482181,49,36.365,6.6147,48.2,5.75
420,Dunda,63,TZ,1612482478,94,-8.1167,34.25,63.07,2.17
421,Olafsvik,100,IS,1612482478,80,64.8945,-23.7142,38.03,36.6
422,San Cristobal,40,VE,1612482478,58,7.7669,-72.225,84.2,9.22
423,Usinsk,99,RU,1612482458,90,65.9939,57.5281,-6.99,15.03
424,Cham,20,CH,1612482479,100,47.1821,8.4636,43.0,3.8
425,Ambon City,20,ID,1612482262,83,-3.6954,128.1814,82.4,2.3
426,Marivan,100,IR,1612482479,86,35.5219,46.176,42.49,2.33
427,Kaitangata,32,NZ,1612482188,68,-46.2817,169.8464,57.99,17.0
428,Nueva Helvecia,0,UY,1612482479,77,-34.3,-57.2333,66.99,7.2
429,Esim,1,GH,1612482213,87,4.8699,-2.2405,79.52,6.91
430,Alugan,87,PH,1612482479,84,12.2188,125.4808,81.28,15.05
431,Birjand,0,IR,1612482480,20,32.8663,59.2211,28.4,9.22
432,North Bend,1,US,1612482480,71,43.4065,-124.2243,51.8,16.11
433,Kunming,0,CN,1612482480,81,25.0389,102.7183,46.0,11.18
434,Rawlins,1,US,1612482480,42,41.7911,-107.2387,24.8,26.46
435,Port Lincoln,57,AU,1612482480,70,-34.7333,135.8667,62.83,22.84
436,Boueni,0,YT,1612482480,83,-12.9025,45.0761,78.8,2.3
437,San Luis,0,AR,1612482480,35,-33.295,-66.3356,71.64,14.41
438,Aktau,90,KZ,1612482477,87,43.65,51.2,41.0,11.18
439,Strelka,96,RU,1612482480,94,58.0728,93.0344,5.99,6.51
440,Pinawa,100,CA,1612482481,92,50.1489,-95.8811,-1.14,11.68
441,Broome,1,US,1612482247,55,42.2506,-75.833,33.8,3.44
442,Chimbote,85,PE,1612482264,73,-9.0853,-78.5783,70.97,5.46
443,Galle,88,LK,1612482332,88,6.0367,80.217,74.75,5.21
444,Cové,0,BJ,1612482481,79,7.221,2.3402,79.02,4.79
445,Kurchum,100,KZ,1612482481,96,48.5722,83.6542,19.71,2.8
446,Stephenville,1,US,1612482481,41,32.2207,-98.2023,57.99,9.22
447,Taoudenni,39,ML,1612482273,19,22.6783,-3.9836,70.79,6.78
448,Dutlwe,100,BW,1612482481,91,-23.9833,23.9,68.23,5.32
449,Severobaykal'sk,100,RU,1612482482,87,55.65,109.3167,2.8,3.22
450,Havre-St-Pierre,90,CA,1612482166,93,50.2334,-63.5986,32.0,4.61
451,Ukiah,1,US,1612482482,36,39.1502,-123.2078,64.99,1.63
452,Taltal,24,CL,1612482247,75,-25.4,-70.4833,65.62,3.4
453,Genhe,99,CN,1612482336,89,50.7833,121.5167,-8.19,1.9
454,Vostok,33,RU,1612482482,87,46.4856,135.8833,-14.96,6.13
455,Gimli,100,CA,1612482482,71,50.6336,-96.9907,1.4,12.66
456,Coyhaique,0,CL,1612482482,30,-45.5752,-72.0662,82.4,4.61
457,Kilindoni,1,TZ,1612482482,81,-7.9139,39.6668,80.87,9.91
458,Acapulco de Juárez,1,MX,1612482428,70,16.8634,-99.8901,84.2,5.75
459,Murray Bridge,0,AU,1612482483,68,-35.1167,139.2667,62.01,4.0
460,Chemax,45,MX,1612482483,74,20.65,-87.9333,69.57,4.68
461,Burnie,99,AU,1612482200,96,-41.0667,145.9167,70.0,8.99
462,Baker City,90,US,1612482399,56,44.7749,-117.8344,39.2,6.91
463,Maningrida,96,AU,1612482206,82,-12.0667,134.2667,81.3,8.5
464,San Pancrazio Salentino,75,IT,1612482483,94,40.4191,17.8305,55.0,6.91
465,Kaniv,100,UA,1612482483,95,49.7518,31.46,26.22,22.06
466,Mehamn,100,NO,1612482161,90,71.0357,27.8492,27.36,15.28
467,Walvis Bay,5,NA,1612482233,82,-22.9575,14.5053,64.99,4.61
468,Sabha,0,LY,1612482432,39,27.0377,14.4283,55.04,8.43
469,Puerto Baquerizo Moreno,37,EC,1612482484,84,-0.9,-89.6,77.02,9.06
470,Tsabong,21,BW,1612482484,66,-26.0217,22.401,74.53,12.55
471,Makubetsu,90,JP,1612482445,92,45.3714,141.8211,14.0,26.46
472,Zwedru,5,LR,1612482484,89,6.0667,-8.1281,74.82,5.39
473,Vidim,100,RU,1612482484,93,56.4088,103.1106,4.75,6.29
474,Chara,100,RU,1612482484,78,56.9064,118.2631,-14.01,0.83
475,Jiangyou,0,CN,1612482484,74,31.7667,104.7167,43.34,1.54
476,Aginskoye,9,RU,1612482485,89,51.1,114.53,2.97,8.77
477,Savalou,45,BJ,1612482485,69,7.9281,1.9756,81.14,5.86
478,Green River,40,US,1612482485,54,41.5286,-109.4662,24.8,27.63
479,Anadyr,90,RU,1612482195,78,64.75,177.4833,3.2,38.03
480,Nyuksenitsa,97,RU,1612482485,95,60.4128,44.2397,5.02,4.88
481,Port Victoria,6,KE,1612482485,79,0.0939,33.9756,70.38,7.7
482,Sheregesh,100,RU,1612482485,96,52.9209,87.9869,11.5,2.82
483,Kamaishi,75,JP,1612482479,80,39.2667,141.8833,24.8,6.91
484,Sittwe,15,MM,1612482485,76,20.15,92.9,59.7,5.75
485,Jucuapa,0,SV,1612482486,33,13.5167,-88.3833,91.4,4.61
486,Orizona,71,BR,1612482486,84,-17.0314,-48.2958,71.19,2.91
487,Priverno,100,IT,1612482486,78,41.4691,13.1856,53.01,5.01
488,Diego de Almagro,0,CL,1612482486,37,-26.3667,-70.05,66.2,4.09
489,Wajima,75,JP,1612482426,100,37.4,136.9,30.2,4.61
490,Cayenne,75,GF,1612482162,83,4.9333,-52.3333,78.8,8.05
491,Colac,93,AU,1612482486,4,-38.3333,143.5833,73.99,5.99
492,Gorshechnoye,100,RU,1612482486,100,51.5244,38.0365,34.09,8.97
493,Nizhneangarsk,100,RU,1612482486,87,55.7833,109.55,0.97,2.28
494,Santa Marta,72,CO,1612482317,76,11.2408,-74.199,79.45,15.32
495,Barra de Tecoanapa,0,MX,1612482487,71,16.5167,-98.75,81.05,8.25
496,Ozernovskiy,100,RU,1612482178,93,51.5,156.5167,13.32,11.86
497,Mackay,75,AU,1612482487,74,-21.15,149.2,82.4,12.66
498,Sijunjung,89,ID,1612482487,90,-0.6876,100.9537,72.52,1.68
499,Okhotsk,99,RU,1612482256,86,59.3833,143.3,1.42,12.37
500,Christchurch,0,NZ,1612482253,45,-43.5333,172.6333,66.0,4.61
501,Zaozyornoye,43,UA,1612482487,75,45.1582,33.2787,50.0,3.0
502,Itoman,40,JP,1612482487,67,26.1247,127.6694,62.6,6.91
503,Biak,100,ID,1612482272,77,-0.9131,122.8766,79.16,1.77
504,Arrondissement de Poitiers,99,FR,1612482206,93,46.5833,0.3333,50.0,5.75
505,Alta Floresta,40,BR,1612482260,100,-9.8756,-56.0861,75.2,1.14
506,Chengzhong,20,CN,1612482488,100,30.95,113.55,46.4,4.47
507,Martapura,20,ID,1612482270,100,-3.4167,114.85,75.2,5.75
508,Folldal,18,NO,1612482488,82,62.1325,9.9968,1.9,3.33
509,Sorrento,0,IT,1612482488,87,40.626,14.3744,54.0,3.87
510,Teeli,98,RU,1612482488,91,51.0333,90.2333,11.73,1.74
511,Tūkrah,0,LY,1612482488,80,32.5341,20.5791,56.59,5.14
512,Maniitsoq,8,GL,1612482195,71,65.4167,-52.9,10.56,6.69
513,Sulangan,52,PH,1612482489,80,11.1373,123.7228,80.55,13.56
514,Nevel',98,RU,1612482489,95,56.0209,29.9284,8.53,6.51
515,Kununurra,98,AU,1612482202,89,-15.7667,128.7333,86.0,5.75
516,Terrace,90,CA,1612481878,100,54.5163,-128.6035,32.0,2.3
517,Russell,90,US,1612482153,38,32.3502,-85.1999,55.4,4.61
518,Nicolás Bravo,40,MX,1612482489,65,18.45,-88.9167,78.8,16.11
519,Bikin,2,RU,1612482490,85,46.8161,134.26,-15.32,4.83
520,Waddān,63,LY,1612482490,87,29.1614,16.139,55.99,7.58
521,Puerto Maldonado,75,PE,1612482334,95,-12.6,-69.1833,75.45,5.19
522,Bandon,75,IE,1612482490,87,51.7469,-8.7425,42.8,10.36
523,Tateyama,1,JP,1612482268,40,34.9833,139.8667,44.01,1.99
524,Vehari,0,PK,1612482490,67,30.0333,72.35,50.54,3.0
525,Petatlán,1,MX,1612482490,66,17.5167,-101.2667,86.0,4.7
526,Skibbereen,75,IE,1612482277,87,51.55,-9.2667,42.8,10.36
527,Charlestown,2,AU,1612482490,64,-32.95,151.6667,82.0,3.0
528,Charlottesville,1,US,1612482319,27,38.0293,-78.4767,48.2,8.05
529,La Paz,75,BO,1612482491,76,-16.5,-68.15,50.0,5.75
530,Kirakira,100,SB,1612482245,73,-10.4544,161.9205,84.22,9.48
531,Port Said,0,EG,1612482491,88,31.2565,32.2841,62.6,9.22
532,Touros,0,BR,1612482218,69,-5.1989,-35.4608,80.6,11.5
533,Rodrigues Alves,94,BR,1612482491,94,-7.738,-72.6509,75.97,2.73
534,Isangel,75,VU,1612482214,74,-19.55,169.2667,86.0,3.44
535,Saint-Pierre,75,RE,1612482199,69,-21.3393,55.4781,80.6,4.61
536,Heraclea,0,TR,1612482491,68,37.5133,34.0467,41.45,1.36
537,Yerbogachën,90,RU,1612482491,86,61.2767,108.0108,-24.52,1.03
538,Herat Province,20,AF,1612482491,57,34.5,62.0,42.06,4.47
539,Umm Kaddadah,37,SD,1612482492,28,13.6017,26.6876,64.09,17.18
540,Amalāpuram,0,IN,1612482427,87,16.5833,82.0167,60.82,3.13
541,Mlonggo,40,ID,1612482492,83,-6.5333,110.7,78.8,9.22
542,Charo,1,MX,1612482492,13,19.75,-101.05,84.2,4.97
543,Dogondoutchi,0,NE,1612482492,19,13.6393,4.0287,73.67,12.01
544,Sørland,45,NO,1612482206,78,67.667,12.6934,37.24,20.0
545,Niquelândia,68,BR,1612482492,88,-14.4739,-48.4597,72.9,1.34
546,Aksarka,63,RU,1612482492,87,66.5606,67.7975,-23.21,4.61
547,Sinjār,100,IQ,1612482493,78,36.3209,41.8754,50.25,8.7
548,Gold Coast,75,AU,1612482210,57,-28.0,153.4333,84.0,10.36
549,Frontera,20,MX,1612482493,12,26.9333,-101.45,93.2,11.5
550,Palembang,20,ID,1612482493,94,-2.9167,104.7458,75.2,5.75
551,Taree,40,AU,1612482493,65,-31.9,152.4667,78.8,12.66
552,Bhadrāchalam,14,IN,1612482494,80,17.6667,80.8833,58.41,1.81
553,Nambucca Heads,37,AU,1612482495,65,-30.65,153.0,82.99,9.22
554,Carbondale,90,US,1612482252,87,37.7273,-89.2168,46.4,14.97
555,Tabou,5,CI,1612482495,90,4.423,-7.3528,78.44,7.94
556,Sioux Lookout,90,CA,1612482495,79,50.1001,-91.917,12.2,11.5
557,Leh,100,IN,1612482495,61,34.1667,77.5833,6.49,2.95
558,Erenhot,63,CN,1612482495,92,43.6475,111.9767,19.06,11.32
559,Southampton,77,GB,1612482495,96,50.904,-1.4043,46.99,3.0
560,Bibiani,6,GH,1612482496,90,6.4635,-2.3194,74.82,2.66
561,Narganá,74,PA,1612482496,80,9.4428,-78.5906,79.21,14.63
562,Zhigansk,0,RU,1612482216,75,66.7697,123.3711,-43.01,12.21
563,Huarmey,95,PE,1612482199,72,-10.0681,-78.1522,71.96,6.02
564,Nemuro,20,JP,1612482215,72,43.3236,145.575,8.6,4.61
565,Havøysund,75,NO,1612482176,64,70.9963,24.6622,30.2,18.41
566,Malye Derbety,30,RU,1612482496,84,47.9547,44.6808,43.97,9.75
